symbol,first_seen,last_seen,days_with_data,continuous_history,active_days_90,median_turnover_90d,median_volume_90d,median_close_90d,pure_equity_flag,excluded_reason,sector_guess,sector_confidence,sector_source,selected_v2_candidate,notes
CLI,2023-10-01,2026-04-17,921,False,90,9589922.30,19843.00,473.80,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
SRLIP,2025-06-09,2026-04-07,23,False,1,9349490.00,43486.00,215.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
NLICL,2021-09-01,2026-04-17,1594,True,89,9305560.30,15949.00,590.00,True,,LIFE_INSURANCE,high,curated_lookup,True,
IGI,2021-09-01,2026-04-17,1570,True,90,9284384.40,21833.00,435.50,True,,NON_LIFE_INSURANCE,high,curated_lookup,True,
EDBL,2021-09-01,2026-04-17,1595,True,90,9004909.75,15306.00,596.90,True,,DEV_BANK,high,curated_lookup,False,
UAIL,2023-07-17,2026-04-17,1000,False,90,8946836.50,19430.00,464.80,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
MEL,2023-07-05,2026-04-17,1009,False,90,8821509.40,30887.00,284.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
BEDC,2023-06-08,2026-04-17,1039,False,90,8737246.00,16212.00,528.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
NICL,2021-09-01,2026-04-17,1595,True,90,8638660.80,17306.00,509.00,True,,NON_LIFE_INSURANCE,high,curated_lookup,True,
ILI,2023-08-06,2026-04-17,980,False,90,8321890.40,18724.00,446.50,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
PROFL,2021-09-01,2026-04-17,1595,True,90,7701533.55,16472.50,470.50,True,,NON_LIFE_INSURANCE,high,curated_lookup,True,
NMLBBL,2024-05-19,2026-04-17,694,False,90,7663150.70,12295.00,630.85,True,,MICROFINANCE,medium,pattern:LBBL?$,False,SECTOR_UNVERIFIED;POST_2021_LISTING
SABBL,2026-02-16,2026-04-17,57,False,57,7618055.00,6040.00,1147.70,True,,DEV_BANK,medium,pattern:BBL$,False,SECTOR_UNVERIFIED;POST_2021_LISTING
MHCL,2023-04-17,2026-04-17,1087,False,90,7497931.60,20241.50,382.10,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
NICLBSL,2021-09-01,2026-04-17,1595,True,90,7353934.20,12662.00,573.00,True,,MICROFINANCE,high,curated_lookup,True,
GBBLPO,2022-01-04,2026-03-31,84,False,4,7349298.00,30369.00,242.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
RURU,2021-09-01,2026-04-17,1595,True,90,7320884.40,11062.00,668.90,True,,HYDROPOWER,high,curated_lookup,False,
NHDL,2021-09-01,2026-04-17,1595,True,90,7316051.20,11216.00,660.00,True,,HYDROPOWER,high,curated_lookup,False,
NIL,2021-09-01,2026-04-17,1594,True,90,7303174.80,11446.50,635.00,True,,NON_LIFE_INSURANCE,high,curated_lookup,True,
MKHL,2023-05-16,2026-04-17,1059,False,90,7241568.60,9253.00,800.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
MERO,2021-09-01,2026-04-17,1592,True,90,7195306.50,9634.00,740.40,True,,MICROFINANCE,high,curated_lookup,True,
SFCL,2021-09-01,2026-04-17,1592,True,90,6797222.40,17260.00,394.80,True,,FINANCE,high,curated_lookup,False,
SPL,2023-03-07,2026-04-17,1118,False,90,6792119.90,9129.50,753.45,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
PFL,2021-09-01,2026-04-17,1595,True,90,6659605.05,15897.50,385.50,True,,FINANCE,high,curated_lookup,False,
SLBBL,2021-09-01,2026-04-17,1594,True,90,6552961.85,7968.00,833.60,True,,MICROFINANCE,high,curated_lookup,True,
SICL,2021-09-01,2026-04-17,1595,True,90,6538960.45,10328.00,633.00,True,,NON_LIFE_INSURANCE,high,curated_lookup,False,
IHL,2023-06-20,2026-04-17,1027,False,90,6464447.70,12684.00,524.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
MMKJL,2023-11-20,2026-04-17,875,False,90,6458146.35,11229.00,579.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
NUBL,2021-09-01,2026-04-17,1594,True,89,6457104.70,8896.00,707.50,True,,MICROFINANCE,high,curated_lookup,True,
SMATA,2021-09-01,2026-04-17,1592,True,90,6381820.30,8172.00,796.00,True,,MICROFINANCE,high,curated_lookup,True,
SWASTIK,2025-11-11,2026-04-17,150,False,90,6298257.60,2215.50,2870.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
NYADI,2021-11-29,2026-04-17,1569,False,90,6100371.60,15075.00,405.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
SPHL,2022-10-17,2026-04-17,1258,False,90,5967745.80,10501.50,564.50,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
PMLI,2023-12-19,2026-04-17,846,False,90,5941198.70,11911.50,501.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
USLB,2021-09-01,2026-04-17,1580,True,90,5782411.65,3986.50,1450.50,True,,MICROFINANCE,high,curated_lookup,False,
AVYAN,2022-09-25,2026-04-17,1281,False,90,5774484.00,6029.00,975.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
JFL,2021-09-01,2026-04-17,1595,True,90,5763549.70,13370.50,436.70,True,,FINANCE,high,curated_lookup,False,
SALICO,2023-05-15,2026-04-17,1063,False,90,5705597.20,9315.00,607.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
CITY,2023-06-11,2026-04-17,1036,False,90,5579878.90,11589.00,483.45,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
SWBBL,2021-09-01,2026-04-17,1595,True,90,5568564.60,7517.00,746.90,True,,MICROFINANCE,high,curated_lookup,False,
MKCL,2023-12-14,2026-04-17,851,False,90,5503628.10,3977.00,1386.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
ILBS,2021-09-01,2026-04-17,1592,True,90,5375412.80,5646.00,972.50,True,,MICROFINANCE,high,curated_lookup,False,
USHL,2023-08-13,2026-04-17,970,False,90,5277801.40,7131.00,739.50,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
CKHL,2023-12-21,2026-04-17,844,False,90,5128752.00,7425.00,701.20,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
MAKAR,2023-05-07,2026-04-17,1071,False,90,4985232.05,9607.00,542.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
KMCDB,2021-09-01,2026-04-17,1595,True,90,4977311.85,5219.00,938.25,True,,MICROFINANCE,high,curated_lookup,False,
HEI,2022-08-10,2026-04-17,1327,False,90,4883783.30,9511.00,522.30,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
GBLBS,2021-09-01,2026-04-17,1530,True,90,4869916.50,6369.00,776.80,True,,MICROFINANCE,high,curated_lookup,False,
VLUCL,2023-12-21,2026-04-17,844,False,90,4868575.15,8656.50,567.45,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
CYCL,2022-06-13,2026-04-17,1117,False,90,4736439.90,3040.50,1580.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
SINDUP,2022-09-01,2026-04-05,28,False,1,4660282.00,11149.00,418.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
MLBBL,2021-09-01,2026-04-17,1591,True,90,4627003.40,3451.00,1342.50,True,,MICROFINANCE,high,curated_lookup,False,
MSLBP,2021-11-11,2026-03-18,44,False,2,4619475.00,6285.00,735.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
DHPL,2021-09-01,2026-04-17,1595,True,90,4564132.45,14797.00,307.00,True,,HYDROPOWER,high,curated_lookup,False,
AHL,2023-03-23,2026-04-17,1102,False,90,4353427.45,8527.50,540.50,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
SMPDA,2024-08-18,2026-04-17,603,False,90,4348923.65,4919.50,877.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
NMFBS,2021-09-01,2026-04-17,1508,True,90,4329863.50,3853.00,1130.40,True,,MICROFINANCE,high,curated_lookup,False,
GMLI,2025-02-09,2026-04-17,425,False,90,4275444.50,2476.00,1751.45,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
TSHL,2023-08-13,2026-04-17,971,False,90,4228760.10,5631.00,763.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
CYCLP,2025-01-23,2026-04-09,15,False,5,4155000.00,5000.00,847.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
NWCL,2023-12-21,2026-04-17,844,False,90,4083302.25,4657.00,875.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
SPIL,2023-04-17,2026-04-17,1090,False,90,4058650.20,5567.00,714.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
NABILP,2022-08-07,2026-03-31,18,False,1,4008845.40,13314.00,301.10,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
FOWAD,2021-09-01,2026-04-17,1592,True,90,3988666.00,3660.00,1092.00,True,,MICROFINANCE,high,curated_lookup,False,
KDL,2023-03-23,2026-04-17,1102,False,90,3888540.15,4759.00,892.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
OHL,2021-09-01,2026-04-17,1595,True,90,3775257.00,5447.00,715.00,True,,HOTEL,high,curated_lookup,True,
NMBMF,2021-09-01,2026-04-17,1594,True,90,3481882.15,5095.00,677.00,True,,MICROFINANCE,high,curated_lookup,False,
MCHL,2023-06-18,2026-04-17,1029,False,90,3466907.50,8266.00,422.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
PRVUPO,2021-09-01,2026-01-24,186,True,4,3400000.00,34000.00,100.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
DOLTI,2023-06-08,2026-04-17,1039,False,90,3250611.45,6574.50,514.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
SWMF,2022-05-12,2026-04-17,1403,False,90,3159004.45,4653.50,680.40,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
PROFLP,2022-07-13,2026-04-01,63,False,2,3090447.70,12081.50,255.80,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
ACLBSL,2021-09-01,2026-04-17,1592,True,89,3086650.50,3235.00,977.00,True,,MICROFINANCE,high,curated_lookup,False,
RBCL,2021-09-01,2026-04-17,1591,True,89,3025670.00,202.00,15120.00,True,,NON_LIFE_INSURANCE,high,curated_lookup,False,
GLBSL,2021-09-01,2026-04-17,1571,True,90,2963262.10,1543.50,1940.00,True,,MICROFINANCE,high,curated_lookup,False,
BBC,2021-09-01,2026-04-17,1577,True,90,2849077.55,578.00,4852.55,True,,TRADING,high,curated_lookup,False,
SLBSL,2021-09-01,2026-04-17,1519,True,90,2811365.80,2170.00,1329.45,True,,MICROFINANCE,high,curated_lookup,False,
PMLIP,2024-02-04,2026-03-25,74,False,3,2786400.00,10320.00,270.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
VLBS,2021-09-01,2026-04-17,1565,True,89,2756156.00,3587.00,769.00,True,,MICROFINANCE,high,curated_lookup,False,
SWMFPO,2022-08-22,2026-04-01,85,False,4,2674000.00,7000.00,382.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
SMB,2021-09-01,2026-04-17,1562,True,90,2673901.70,1422.00,1900.00,True,,MICROFINANCE,high,curated_lookup,False,
MATRIP,2024-10-07,2026-03-24,24,False,2,2665546.40,5047.00,528.80,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
SMFBS,2021-09-01,2026-04-17,1574,True,90,2652072.60,1579.50,1680.00,True,,MICROFINANCE,high,curated_lookup,False,
NESDO,2022-03-28,2026-04-17,1451,False,90,2629706.60,1692.50,1545.30,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
ULBSL,2022-05-27,2026-04-17,1388,False,90,2554231.30,782.00,3251.90,True,,MICROFINANCE,medium,pattern:LBSL?$,False,SECTOR_UNVERIFIED;POST_2021_LISTING
BGWT,2023-10-12,2026-04-17,914,False,90,2522485.40,3244.50,768.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
MSLB,2021-09-01,2026-04-17,1580,True,90,2504810.20,1940.00,1317.50,True,,MICROFINANCE,high,curated_lookup,False,
MANDU,2023-10-11,2026-04-17,915,False,90,2500699.05,3009.00,825.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
GBIMEP,2021-11-15,2026-04-07,210,False,19,2384600.00,23846.00,100.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
NADEP,2022-12-07,2026-04-17,1208,False,90,2348691.20,2985.00,792.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
WNLB,2022-01-19,2026-04-17,1482,False,89,2267178.50,1475.00,1550.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
SLBBLP,2021-12-22,2026-02-16,29,False,5,2265000.00,5000.00,453.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
GILB,2021-09-01,2026-04-17,1595,True,90,2186177.50,1964.00,1163.50,True,,MICROFINANCE,high,curated_lookup,False,
HLBSL,2023-07-23,2026-04-17,994,False,90,2184370.15,2387.50,920.00,True,,MICROFINANCE,medium,pattern:LBSL?$,False,SECTOR_UNVERIFIED;POST_2021_LISTING
MLBSL,2021-09-01,2026-04-17,1585,True,90,2103833.75,1107.00,1899.50,True,,MICROFINANCE,high,curated_lookup,False,
ANLB,2023-05-02,2026-04-17,1073,False,90,2084233.70,345.00,6330.55,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
RLFLPO,2021-11-30,2026-04-08,32,False,2,1888300.00,7000.00,271.30,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
TRH,2021-09-01,2026-04-17,1594,True,90,1886850.40,2446.00,759.05,True,,HOTEL,high,curated_lookup,True,
GMFBS,2021-09-01,2026-04-17,1588,True,90,1789086.90,1229.00,1455.25,True,,MICROFINANCE,high,curated_lookup,False,
RAWA,2023-07-05,2026-04-17,1012,False,90,1788121.50,2559.50,721.95,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
MLBS,2021-11-03,2026-04-17,1591,False,89,1747002.00,1224.00,1450.00,True,,MICROFINANCE,medium,pattern:LBSL?$,False,SECTOR_UNVERIFIED;POST_2021_LISTING
MATRI,2024-08-13,2026-04-17,608,False,90,1686394.50,1754.50,970.10,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
NMLBBLP,2024-12-23,2026-04-08,8,False,1,1503000.00,4500.00,334.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
UNL,2021-09-01,2026-04-17,1470,True,84,1497901.00,32.00,46925.10,True,,MANUFACTURING,high,curated_lookup,True,
ENL,2022-03-06,2026-04-17,1470,False,90,1453321.80,1555.50,922.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
SFCLP,2022-06-13,2026-01-19,5,False,2,1416248.00,15394.00,164.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
LLBS,2021-09-01,2026-04-17,1574,True,89,1370503.10,1432.00,991.00,True,,MICROFINANCE,high,curated_lookup,False,
BJHL,2026-03-22,2026-04-17,24,False,24,1286750.00,1840.00,700.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
ICFCD89,2026-04-08,2026-04-17,7,False,7,1280593.70,1176.00,1090.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
MSHL,2023-10-12,2026-04-17,914,False,90,1248643.60,1520.00,808.30,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
SHLB,2022-12-20,2026-04-17,1195,False,90,1194606.70,760.50,1609.45,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
UNLB,2023-02-28,2026-04-17,1124,False,90,1189244.90,649.00,1867.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
DLBS,2022-10-23,2026-04-17,1192,False,90,1182122.30,882.50,1340.15,True,,MICROFINANCE,medium,pattern:LBSL?$,False,SECTOR_UNVERIFIED;POST_2021_LISTING
BNT,2021-09-01,2026-04-17,1570,True,89,1155558.00,100.00,11799.90,True,,MANUFACTURING,high,curated_lookup,True,
JSLBB,2021-09-01,2026-04-17,1593,True,89,1079641.00,914.00,1165.00,True,,MICROFINANCE,high,curated_lookup,False,
RBCLPO,2021-09-01,2026-04-17,1513,True,85,1040769.00,87.00,12000.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
JBBLPO,2021-11-23,2026-04-09,80,False,3,986425.00,5275.00,187.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
NIMBPO,2023-03-20,2026-04-17,1071,False,90,893766.50,5424.00,157.80,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
HEIP,2022-09-02,2026-04-17,1165,False,85,677896.00,2215.00,317.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
KBSH,2023-08-21,2026-04-17,966,False,90,544217.10,331.50,1680.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
BNL,2022-05-17,2026-04-17,588,False,76,462070.00,30.00,15353.00,True,,MANUFACTURING,high,curated_lookup,False,POST_2021_LISTING
RMF1,2021-11-03,2026-04-17,1588,False,90,351728.75,36450.00,9.66,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
NBF3,2021-11-22,2026-04-17,1571,False,89,342818.00,35990.00,9.60,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
SKHL,2026-03-25,2026-04-17,21,False,21,332121.00,570.00,584.50,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
NICD83/84,2021-11-03,2026-03-23,239,False,7,296692.50,265.00,1120.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
NSIF2,2023-04-03,2026-04-17,1086,False,89,253066.85,23665.00,10.72,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
RLEL,2026-03-29,2026-04-17,17,False,17,250291.00,440.00,584.50,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
MMF1,2021-11-18,2026-04-17,1578,False,89,249639.40,26012.00,9.43,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
SHINED,2025-11-11,2026-04-17,124,False,67,248190.00,220.00,1130.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
PRSF,2023-06-08,2026-04-17,1017,False,89,237483.00,21300.00,11.36,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
RSY,2025-06-26,2026-04-17,288,False,89,236365.27,23700.00,10.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
MBLEF,2025-05-22,2026-04-17,326,False,89,212908.80,21230.00,10.10,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
ICFCD83,2021-09-01,2026-04-16,666,True,30,212125.50,190.00,1117.50,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
NMBD2085,2021-11-08,2026-03-22,198,False,7,210488.00,180.00,1165.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
MNMF1,2025-01-16,2026-04-17,451,False,89,194110.60,19520.00,9.68,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
PCIL,2026-04-10,2026-04-17,5,False,5,183677.00,420.00,399.30,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
KEF,2021-09-01,2026-04-17,1585,True,89,180258.20,20186.00,9.56,False,known_mutual_fund,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
PSF,2021-09-01,2026-04-17,1590,True,89,178075.08,16064.00,11.26,False,known_mutual_fund,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
NSY,2026-03-17,2026-04-17,28,False,28,172502.00,17890.00,9.71,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
SKHEL,2026-03-29,2026-04-17,17,False,17,170624.00,310.00,553.60,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
RSML,2026-02-16,2026-04-17,57,False,57,168970.00,170.00,1033.20,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
KDBY,2022-07-27,2026-04-17,1335,False,89,167882.00,16500.00,10.17,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
NIBLGF,2023-04-27,2026-04-17,1061,False,89,167647.40,18480.00,9.50,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
BOKD86KA,2024-06-24,2026-03-02,91,False,6,157860.00,135.00,1188.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
CZBILP,2021-12-16,2026-02-09,66,False,4,157396.00,1444.00,109.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
GSY,2025-02-20,2026-04-17,416,False,89,156818.30,16100.00,9.65,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
EBLD91,2025-05-21,2026-04-17,298,False,85,151845.00,138.00,1098.10,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
SEF,2021-09-01,2026-04-17,1521,True,89,144603.75,14475.00,9.74,False,known_mutual_fund,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
NIBSF2,2021-09-01,2026-04-17,1585,True,89,144433.85,15431.00,9.26,False,known_mutual_fund,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
GIBF1,2022-09-28,2026-04-17,1271,False,89,143277.80,13432.00,10.79,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
LBBLD89,2024-04-02,2026-04-06,311,False,36,124000.00,100.00,1277.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
PBLD86,2021-11-08,2026-04-07,193,False,12,118474.00,102.00,1162.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
HFIN,2026-03-12,2026-04-17,33,False,33,117349.00,370.00,289.10,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
ICFCD88,2025-03-09,2026-04-17,352,False,78,116168.75,100.00,1141.10,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
PBD84,2024-06-25,2026-04-15,264,False,13,113750.00,100.00,1145.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
NICSF,2021-11-03,2026-04-17,1587,False,89,112587.70,11853.00,9.23,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
MFLD85,2021-09-01,2026-04-01,576,True,35,111100.00,100.00,1163.90,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
SBLD83,2021-11-11,2026-03-21,149,False,6,110907.50,102.50,1085.50,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
NMBD87/88,2022-11-30,2026-04-07,431,False,18,110500.00,100.00,1080.55,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
SBCF,2021-09-01,2026-04-17,1583,True,89,107312.00,11200.00,9.58,False,known_mutual_fund,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
SLCF,2021-09-01,2026-04-17,1582,True,89,107171.94,11006.00,9.70,False,known_mutual_fund,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
NICAD2091,2025-10-07,2026-04-16,167,False,76,106307.50,100.00,1062.30,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
SBID83,2022-10-16,2026-04-13,724,False,49,106300.00,100.00,1065.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
SBID2090,2025-11-10,2026-04-17,93,False,52,106000.00,100.00,1060.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
NBBD2085,2022-01-05,2026-04-15,181,False,14,101812.25,87.00,1150.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
SFEF,2023-04-20,2026-04-17,1074,False,89,101524.00,9700.00,9.88,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
CSY,2026-02-17,2026-04-17,55,False,55,100407.00,10442.00,9.47,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
NIBLSTF,2024-06-03,2026-04-17,676,False,90,100240.25,10980.00,9.23,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
